event_id,score,label
1668531,-0.9999999999993426,False
1668562,-0.9863942596169301,False
1668573,-0.47780675488244345,False
1668595,-0.9999643753107729,False
1668604,-0.9999737062911335,False
1668608,-0.9999735049860019,False
1668622,-0.9908628044926127,False
1668623,-0.9987834428031785,False
1668625,-0.9999351012365607,False
1668628,-0.9999940132824269,False
1668630,-0.9999999999990831,False
1668632,-0.9999998303990187,False
1668640,-0.7500292122965279,False
1668660,-0.9999998869327592,False
1668666,-0.9999370458463364,False
1668669,-0.9999548651786205,False
1668679,-0.9999999363995186,False
1668682,-0.999999427596586,False
1668700,-0.9993087848578243,False
1668705,-0.9999659235414349,False
1668712,-0.9999999999994429,False
1668716,-0.9999999999994953,False
1668726,-0.9951292157440116,False
1668749,-0.9999877485730442,False
1668762,-0.9999688746071369,False
1668773,-0.9999587052359428,False
1668780,-0.9999896079919433,False
1668797,-0.9999107731988895,False
1668799,-0.9999939859280151,False
1668820,-0.9999837753091619,False
1668840,-0.9999939615406651,False
1668844,-0.9998851260677936,False
1668849,-0.9999930210953969,False
1668850,-0.9999939859267818,False
1668862,-0.9999896079918941,False
1668877,-0.9999941304802211,False
1668881,-0.9982964074505929,False
1668909,-0.9999999858666304,False
1668922,-0.9999939859279617,False
1668923,-0.999999999999265,False
1668930,-0.9999880156032821,False
1668937,-0.999996374762586,False
1668962,-0.9988951882268857,False
1668968,-0.46741679268208747,False
1668974,-0.8096948053939667,False
1668999,-0.9073400843978185,False
1669003,-0.989122721609976,False
1669010,-0.9995337949999045,False
1669014,-0.9991985707396989,False
1669018,-0.9973976263154442,False
1669024,-0.9988182117482061,False
1669040,-0.9369413186226114,False
1669041,-0.8799801101655262,False
1669045,-0.9976929763143038,False
1669051,-0.9999999999993838,False
1669067,-0.7712219798963205,False
1669068,-0.9892640510746412,False
1669070,-0.9992171622949488,False
1669074,-0.9799315790743088,False
1669075,-0.9994775347933796,False
1669079,-0.9992853715408758,False
1669091,-0.9961248350344154,False
1669111,-0.9900043123610256,False
1669115,-0.9987841133922492,False
1669124,-0.9991868897842655,False
1669155,-0.9883900290773319,False
1669158,-0.9343867912342859,False
1669165,-0.9846558293836183,False
1669166,-0.9999999999994358,False
1669167,-0.9445492173400822,False
1669172,-0.9920664473500211,False
1669176,-0.9999674099075749,False
1669184,-0.999994268003641,False
1669186,-0.7689906510651927,False
1669194,-0.9999052364436802,False
1669198,-0.999999999999265,False
1669200,-0.9999998162654938,False
1669202,-0.999999999999243,False
1669220,-0.9999999999991981,False
1669231,-0.9999408234673957,False
1669238,-0.9999568104631972,False
1669245,-0.9999938938593275,False
1669282,-0.999994275639225,False
1669319,-0.9999997137981564,False
1669327,-0.9999632038582426,False
1669332,-0.9999999999992867,False
1669337,-0.9999999999992867,False
1669344,-0.9999879856153423,False
1669352,-0.9988158370371057,False
1669361,-0.5348394176880031,False
1669386,-0.9999999999993838,False
1669387,-0.9999999999993763,False
1669408,-0.9999610656179772,False
1669418,-0.9999999999993838,False
1669422,-0.9989940691617958,False
1669425,-0.9990746525332521,False
1669429,-0.9999675980670282,False
1669449,-0.9999999999994358,False
1669461,-0.9719760296193789,False
1669471,-0.9999963266426009,False
1669486,-0.9999999999993958,False
1669488,-0.9999999999993904,False
1669491,-0.47994454977935636,False
1669492,-0.9999999999993904,False
1669503,-0.9999837753093531,False
1669520,-0.9999999999993426,False
1669541,-0.9960416989543507,False
1669560,-0.9982750078618551,False
1669562,-0.8857827751649092,False
1669578,-0.9999999999993426,False
1669590,-0.9999999999993838,False
1669597,-0.9989108051888592,False
1669604,-0.9999999999994782,False
1669607,-0.9999999999993164,False
1669615,-0.9999941505699519,False
1669642,-0.9999675506183502,False
1669645,-0.998985489667069,False
1669651,-0.9999998763327776,False
1669673,-0.9999881098355913,False
1669709,-0.9999546854367737,False
1669715,-0.9998578677945427,False
1669718,-0.9877849740333121,False
1669753,-0.9999758078052081,False
1669766,-0.999993991204747,False
1669773,-0.9999870252904077,False
1669795,-0.9996538530259752,False
1669819,-0.9999999999994429,False
1669825,-0.9859037007347137,False
1669831,-0.9983448564050534,False
1669836,-0.9998587814942521,False
1669841,-0.9984411970351127,False
1669851,-0.9999858114227749,False
1669863,-0.9999999999994358,False
1669870,-0.9998928755941517,False
1669878,-0.9999939838131736,False
1669900,-0.9999939795834767,False
1669909,-0.9999999999993245,False
1669912,-0.99993682317327,False
1669915,-0.9999937344757113,False
1669934,-0.9699452761516305,False
1669935,-0.9960847515587177,False
1669940,-0.9986336866534724,False
1669942,-0.9999837753092994,False
1669969,-0.9999842656543156,False
1669979,-0.9999999999993164,False
1669985,-0.997692961792182,False
1669994,-0.999984675614903,False
1670013,-0.9999999999991765,False
1670022,-0.9916159103998371,False
1670036,-0.999935101235834,False
1670044,-0.9999999999993838,False
1670055,-0.9999999999993314,False
1670059,-0.9999513259268613,False
1670061,-0.9999999999993838,False
1670069,-0.9999999999993763,False
1670070,-0.9999999999995384,False
1670078,-0.9999999999993426,False
1670082,-0.9999869193173159,False
1670087,-0.9999999293329515,False
1670090,-0.9994524084660343,False
1670100,-0.9999455325669999,False
1670111,-0.9999997279318759,False
1670118,-0.9999942832484872,False
1670121,-0.9992849461609024,False
1670125,-0.998957653884164,False
1670149,-0.9997852836031016,False
1670167,-0.988442010760747,False
1670169,-0.7997304610012897,False
1670173,-0.761294490046087,False
1670190,-0.9999658147619328,False
1670193,-0.9999999999994429,False
1670220,-0.9999998127321986,False
1670223,-0.9999861897094664,False
1670230,-0.9999624318914193,False
1670236,-0.9999999575998291,False
1670237,-0.9999788590236905,False
1670240,-0.9748471823510704,False
1670255,-0.9999819999515183,False
1670265,-0.9997287889607663,False
1670286,-0.8978339930913963,False
1670288,-0.9937973455120138,False
1670297,-0.9864895566986068,False
1670298,-0.9966876414909953,False
1670324,-0.9998769919987998,False
1670337,-0.9999377959753301,False
1670341,-0.98815676860251,False
1670344,-0.9999999999990831,False
1670372,-0.9949681091430808,False
1670382,-0.8191436722803815,False
1670387,-0.999957474195783,False
1670391,-0.9984023687367164,False
1670420,-0.9980528599206105,False
1670447,-0.999988775093643,False
1670462,-0.9730165383831666,False
1670464,-0.9999999999994377,False
1670470,-0.999975997384247,False
1670485,-0.999999999999299,False
1670501,-0.9999254680292731,False
1670517,-0.7733749948087101,False
1670539,-0.99995494112011,False
1670549,-0.9991791776415778,False
1670558,-0.9999735675755432,False
1670561,-0.9999377747827676,False
1670569,-0.999988657319138,False
1670573,-0.9999821673843629,False
1670603,1.9656993432300656,True
1670613,-0.9999868919597872,False
1670623,-0.9999688593009057,False
1670630,-0.9999938304284661,False
1670641,-0.9999820618230401,False
1670648,-0.999989648359411,False
1670649,-0.9991470379655081,False
1670650,-0.9999935570624914,False
1670680,-0.9999934117746272,False
1670682,-0.9999886669083206,False
1670737,-0.9999999999991765,False
1670741,-0.9995979986984548,False
1670755,-0.998689891180549,False
1670760,-0.9750687436843575,False
1670768,-0.9348846389241288,False
1670770,-0.9983297287286759,False
1670774,-0.9985407447859846,False
1670775,-0.9911057909724081,False
1670797,-0.9990655098507856,False
1670801,-0.998182254423615,False
1670805,-0.9899131874957552,False
1670808,-0.9985745928113661,False
1670847,-0.9942431141000556,False
1670851,-0.9999999999991966,False
1670852,-0.9999999434662424,False
1670853,-0.999975903504101,False
1670885,-0.999980241412086,False
1670887,-0.9999999999992206,False
1670914,-0.9999941183594843,False
1670917,-0.9999999999991559,False
1670919,-0.999999745598791,False
1670927,-0.9999643288124587,False
1670954,-0.9999713834897597,False
1670987,-0.9995077830742779,False
1670990,-0.9992891379989589,False
1671012,-0.9999999999994075,False
1671020,-0.9999999999994358,False
1671025,-0.9999999999994429,False
1671041,-0.9994321358166851,False
1671054,-0.9999688824961774,False
1671063,-0.9979259179674458,False
1671072,-0.9955061451217811,False
1671074,-0.9999842600800604,False
1671116,-0.9999999999993576,False
1671117,-0.999987060845583,False
1671123,-0.9999999328661275,False
1671126,-0.9999999999994873,False
1671139,-0.9994816710830648,False
1671158,-0.9969701602791846,False
1671187,-0.9999626653757546,False
1671197,-0.9999759600502768,False
1671202,-0.9999999999993763,False
1671214,-0.9999999999995166,False
1671242,-0.9996068401913287,False
1671250,-0.9999999999994276,False
1671255,-0.9993250372735617,False
1671259,-0.9999999999993245,False
1671292,-0.9999808009614275,False
1671299,-0.9997241802542429,False
1671303,-0.9999351012359173,False
1671316,-0.999825034858375,False
1671355,-0.9999929640004452,False
1671364,-0.9999869671831038,False
1671367,-0.9999930118402582,False
1671375,-0.99904648603155,False
1671376,-0.9999398040100554,False
1671385,1.031623160689541,True
1671396,-0.9999935570624368,False
1671405,-0.9999941021158977,False
1671407,-0.9999733067532697,False
1671419,-0.9999999434665522,False
1671421,-0.9800217659008049,False
1671463,-0.9999736774007861,False
1671468,-0.9999860481579178,False
1671473,-0.999980414877484,False
1671474,-0.9999812526381812,False
1671477,-0.9999621709640953,False
1671493,-0.9999998869327976,False
1671504,-0.9999880118781818,False
1671507,-0.9999748958348738,False
1671510,-0.9999794513685979,False
1671519,-0.9999999999991981,False
1671540,-0.9999999999991981,False
1671543,-0.9999996077976558,False
1671546,-0.999999999999243,False
1671558,-0.999964314476143,False
1671566,-0.9999741086743835,False
1671571,-0.9999999999991765,False
1671577,-0.999951780756251,False
1671590,-0.9999881797512788,False
1671593,-0.9999999999993229,False
1671594,-0.9996676944995478,False
1671598,-0.9999621206230471,False
1671611,-0.9953851201620817,False
1671618,-0.9883596768638672,False
1671634,-0.898133913986195,False
1671664,-0.9468920781558747,False
1671665,-0.971426417508237,False
1671668,-0.9999999999994358,False
1671669,-0.9967252361127447,False
1671672,-0.9999837753093114,False
1671675,-0.9442701600749157,False
1671676,-0.928005802014486,False
1671681,-0.8298835232814956,False
1671687,-0.9915298861954321,False
1671699,-0.9990853051358829,False
1671720,-0.9994847511448873,False
1671722,-0.9950564881148816,False
1671725,-0.9967086366220094,False
1671728,-0.9631644385151676,False
1671749,-0.9936501314918527,False
1671768,-0.9999514998730347,False
1671800,-0.9726437061474302,False
1671804,-0.999829346407499,False
1671807,-0.9963860662761421,False
1671814,-0.9982315086868492,False
1671831,-0.9995403178821793,False
1671848,-0.9980999632532962,False
1671852,-0.9999213417811712,False
1671856,-0.9402995723748975,False
1671857,-0.34986812674473294,False
1671861,-0.9999999999994358,False
1671867,-0.9937321397353575,False
1671890,-0.9718262942354138,False
1671891,-0.9999999999994358,False
1671898,-0.9956097020946647,False
1671899,-0.963422062097769,False
1671904,-0.9919265095827354,False
1671914,-0.9999998869326023,False
1671919,-0.9999369428904131,False
1671920,-0.9999999999990831,False
1671922,-0.9999997137981942,False
1671948,-0.999923098340861,False
1671962,-0.9999999999991966,False
1671969,-0.9999999999992749,False
1671979,-0.9999838491794573,False
1671996,-0.9999999328661472,False
1671999,-0.9999328492757883,False
1672006,-0.9999464678657788,False
1672014,-0.9999939668570503,False
1672020,-0.9999998445325288,False
1672030,-0.9999636943645994,False
1672039,-0.9999720537515903,False
1672044,-0.9999999999991981,False
1672050,-0.999952026506391,False
1672063,-0.9999999999993229,False
1672066,-0.99990250145398,False
1672072,-0.9999692766710395,False
1672073,-0.9999999858665732,False
1672081,-0.9999996819980403,False
1672090,-0.9999236149375021,False
1672091,-0.9999999964666497,False
1672100,-0.99999999999937,False
1672113,-0.9999720886843538,False
1672114,-0.9999835677529268,False
1672122,-0.9999859966173313,False
1672133,-0.999999999999299,False
1672138,-0.9999940383285483,False
1672145,-0.999999999999265,False
1672146,-0.9999939880390355,False
1672151,-0.9999512133598547,False
1672167,-0.9999996607978301,False
1672168,-0.9999940549175027,False
1672190,-0.9999497956048989,False
1672194,-0.9998469360919499,False
1672204,-0.9999720247102091,False
1672221,-0.9999999116659934,False
1672231,-0.9999759183316377,False
1672241,-0.999994110249793,False
1672260,-0.884468583441909,False
1672264,-0.7717569926480341,False
